tree ID,site ID,year,seeds,ring width,dbh,summer temp,water deficit,VPD
10,Buckholt,2018,113,0.41,58.9,24.16049126,-71.14834647,0.000544958
10,Buckholt,2021,76,0.52,59.8,21.83770443,-31.54116489,0.000368167
10,Buckholt,2022,166,0.48,60.1,22.49295032,-67.79828235,0.000490068
11,Buckholt,1982,126,1.025,41.4,21.20163887,-35.17828175,0.000419586
11,Buckholt,1983,48,1.22,41.7,23.24376997,-46.86196947,0.000427564
11,Buckholt,1984,282,0.245,42,22.50311425,-54.65929969,0.000458443
11,Buckholt,1985,0,0.27,42.3,19.45114711,-6.468950678,0.000331729
11,Buckholt,1986,0,0.56,42.6,20.65836019,-47.98927539,0.000373093
11,Buckholt,1987,125,0.6,42.9,19.15606515,-28.55806546,0.000346549
11,Buckholt,1988,0,0.77,43.2,18.99803236,-22.79313028,0.000341804
11,Buckholt,1989,0,0.95,43.5,22.89688473,-67.70440901,0.000536711
11,Buckholt,1990,235,0.165,43.8,21.01278642,-67.55642591,0.000507116
11,Buckholt,1991,0,0.74,44.1,19.3544258,-29.38566706,0.000332885
11,Buckholt,1992,0,0.99,44.4,21.44262247,-46.89685517,0.000433487
11,Buckholt,1993,7,1.45,44.7,20.36229463,-24.80186689,0.000371233
11,Buckholt,1994,0,1.49,45,21.97917984,-53.38802712,0.000435032
11,Buckholt,1995,146,0.585,45.3,22.4404913,-72.27897422,0.000517115
11,Buckholt,1996,18,0.66,45.6,21.92377,-63.15382237,0.000464857
11,Buckholt,1997,151,0.685,45.9,20.57590118,-31.77393779,0.000399964
11,Buckholt,1998,0,0.99,46.2,19.23475367,-39.57408733,0.000354946
11,Buckholt,1999,0,1.585,46.5,21.62901591,-64.44660427,0.000426262
11,Buckholt,2000,197,0.26,46.8,20.70426183,-53.43723683,0.000375015
11,Buckholt,2001,0,0.905,47.1,21.26917985,-57.6769847,0.00046706
11,Buckholt,2002,116,1.225,47.4,19.98885201,-26.29491498,0.000342372
11,Buckholt,2003,3,1.24,47.7,22.15409787,-44.87171163,0.000425731
11,Buckholt,2004,186,0.135,48,21.09475363,-56.94759994,0.000395376
11,Buckholt,2005,0,0.635,48.3,21.44917985,-50.7123901,0.00040683
11,Buckholt,2006,128,0.83,48.6,24.32065519,-52.34577362,0.000530981
11,Buckholt,2007,198,0.37,48.9,19.75852415,53.86502124,0.000300493
11,Buckholt,2008,0,1.09,49.2,20.38917987,-26.81309498,0.000376131
11,Buckholt,2009,18,1.33,49.5,20.14770447,-19.23033418,0.000355651
11,Buckholt,2010,55,1.325,49.8,21.77295033,-58.85365384,0.000432781
11,Buckholt,2011,47,0.68,50.1,19.85672087,-49.56278799,0.000411781
11,Buckholt,2012,0,0.82,50.4,18.73754056,7.666076112,0.000321913
11,Buckholt,2013,103,1.045,50.7,22.02934377,-47.79858453,0.000427151
11,Buckholt,2014,108,0.315,51,22.14754049,-36.44663566,0.000430896
11,Buckholt,2015,0,0.87,51.3,20.64491757,-38.93481213,0.000390241
11,Buckholt,2016,4,0.75,51.6,20.8855733,-45.34807239,0.000325152
11,Buckholt,2017,12,0.605,51.9,21.62786837,-37.96088202,0.000412436
11,Buckholt,2018,55,0.545,52.2,24.16049126,-71.14834647,0.000544958
11,Buckholt,2021,4,0.7,53.1,21.83770443,-31.54116489,0.000368167
11,Buckholt,2022,232,0.81,53.4,22.49295032,-67.79828235,0.000490068
13,Buckholt,1982,43,0.995,45.6,21.20163887,-35.17828175,0.000419586
13,Buckholt,1983,15,1.58,45.9,23.24376997,-46.86196947,0.000427564
13,Buckholt,1984,180,1.025,46.2,22.50311425,-54.65929969,0.000458443
13,Buckholt,1985,0,1.225,46.5,19.45114711,-6.468950678,0.000331729
13,Buckholt,1986,0,2.09,46.8,20.65836019,-47.98927539,0.000373093
13,Buckholt,1987,104,2.85,47.1,19.15606515,-28.55806546,0.000346549
13,Buckholt,1988,0,1.855,47.4,18.99803236,-22.79313028,0.000341804
13,Buckholt,1989,0,2.07,47.7,22.89688473,-67.70440901,0.000536711
13,Buckholt,1990,224,0.45,48,21.01278642,-67.55642591,0.000507116
13,Buckholt,1991,0,1.05,48.3,19.3544258,-29.38566706,0.000332885
13,Buckholt,1992,0,1.815,48.6,21.44262247,-46.89685517,0.000433487
13,Buckholt,1993,5,2.78,48.9,20.36229463,-24.80186689,0.000371233
13,Buckholt,1994,2,2.575,49.2,21.97917984,-53.38802712,0.000435032
13,Buckholt,1995,,0.605,49.5,22.4404913,-72.27897422,0.000517115
13,Buckholt,1996,0,0.59,49.8,21.92377,-63.15382237,0.000464857
13,Buckholt,1997,115,0.88,50.1,20.57590118,-31.77393779,0.000399964
13,Buckholt,1998,0,1.475,50.4,19.23475367,-39.57408733,0.000354946
13,Buckholt,1999,0,1.825,50.7,21.62901591,-64.44660427,0.000426262
13,Buckholt,2000,151,0.395,51,20.70426183,-53.43723683,0.000375015
13,Buckholt,2001,0,0.745,51.3,21.26917985,-57.6769847,0.00046706
13,Buckholt,2002,86,1.89,51.6,19.98885201,-26.29491498,0.000342372
13,Buckholt,2003,1,1.775,51.9,22.15409787,-44.87171163,0.000425731
13,Buckholt,2004,,0.22,52.2,21.09475363,-56.94759994,0.000395376
13,Buckholt,2005,0,0.47,52.5,21.44917985,-50.7123901,0.00040683
13,Buckholt,2006,27,1.32,52.8,24.32065519,-52.34577362,0.000530981
13,Buckholt,2007,266,0.74,53.1,19.75852415,53.86502124,0.000300493
13,Buckholt,2008,0,1.615,53.4,20.38917987,-26.81309498,0.000376131
13,Buckholt,2009,5,1.92,53.7,20.14770447,-19.23033418,0.000355651
13,Buckholt,2010,84,1.595,54,21.77295033,-58.85365384,0.000432781
13,Buckholt,2011,118,1.44,54.3,19.85672087,-49.56278799,0.000411781
13,Buckholt,2012,0,2.125,54.6,18.73754056,7.666076112,0.000321913
13,Buckholt,2013,62,1.11,54.9,22.02934377,-47.79858453,0.000427151
13,Buckholt,2014,108,0.315,55.2,22.14754049,-36.44663566,0.000430896
13,Buckholt,2015,0,0.815,55.5,20.64491757,-38.93481213,0.000390241
13,Buckholt,2016,40,1.905,55.8,20.8855733,-45.34807239,0.000325152
13,Buckholt,2017,22,1.59,56.1,21.62786837,-37.96088202,0.000412436
13,Buckholt,2018,142,0.88,56.4,24.16049126,-71.14834647,0.000544958
13,Buckholt,2021,86,0.6,57.3,21.83770443,-31.54116489,0.000368167
13,Buckholt,2022,212,1.58,57.6,22.49295032,-67.79828235,0.000490068
6,Buckholt,1982,125,1.09,50.8,21.20163887,-35.17828175,0.000419586
6,Buckholt,1983,32,1.38,51.1,23.24376997,-46.86196947,0.000427564
6,Buckholt,1984,200,0.645,51.4,22.50311425,-54.65929969,0.000458443
6,Buckholt,1985,0,0.485,51.7,19.45114711,-6.468950678,0.000331729
6,Buckholt,1986,0,0.965,52,20.65836019,-47.98927539,0.000373093
6,Buckholt,1987,138,1.64,52.3,19.15606515,-28.55806546,0.000346549
6,Buckholt,1988,0,1.695,52.6,18.99803236,-22.79313028,0.000341804
6,Buckholt,1989,0,1.55,52.9,22.89688473,-67.70440901,0.000536711
6,Buckholt,1990,219,0.705,53.2,21.01278642,-67.55642591,0.000507116
6,Buckholt,1991,0,0.77,53.5,19.3544258,-29.38566706,0.000332885
6,Buckholt,1992,0,1.3,53.8,21.44262247,-46.89685517,0.000433487
6,Buckholt,1993,5,2,54.1,20.36229463,-24.80186689,0.000371233
6,Buckholt,1994,1,1.775,54.4,21.97917984,-53.38802712,0.000435032
6,Buckholt,1995,139,0.795,54.7,22.4404913,-72.27897422,0.000517115
6,Buckholt,1996,0,0.74,55,21.92377,-63.15382237,0.000464857
6,Buckholt,1997,90,1.13,55.3,20.57590118,-31.77393779,0.000399964
6,Buckholt,1998,0,1.55,55.6,19.23475367,-39.57408733,0.000354946
6,Buckholt,1999,0,1.72,55.9,21.62901591,-64.44660427,0.000426262
6,Buckholt,2000,200,0.575,56.2,20.70426183,-53.43723683,0.000375015
6,Buckholt,2001,0,0.995,56.5,21.26917985,-57.6769847,0.00046706
6,Buckholt,2002,106,1.475,56.8,19.98885201,-26.29491498,0.000342372
6,Buckholt,2003,0,1.64,57.1,22.15409787,-44.87171163,0.000425731
6,Buckholt,2004,202,0.335,57.4,21.09475363,-56.94759994,0.000395376
6,Buckholt,2005,0,0.295,57.7,21.44917985,-50.7123901,0.00040683
6,Buckholt,2006,,0.725,58,24.32065519,-52.34577362,0.000530981
6,Buckholt,2007,83,1.39,58.3,19.75852415,53.86502124,0.000300493
6,Buckholt,2008,0,1.295,58.6,20.38917987,-26.81309498,0.000376131
6,Buckholt,2009,2,1.18,58.9,20.14770447,-19.23033418,0.000355651
6,Buckholt,2010,36,1.105,59.2,21.77295033,-58.85365384,0.000432781
6,Buckholt,2011,30,0.86,59.5,19.85672087,-49.56278799,0.000411781
6,Buckholt,2012,0,1.385,59.8,18.73754056,7.666076112,0.000321913
6,Buckholt,2013,28,1.19,60.1,22.02934377,-47.79858453,0.000427151
6,Buckholt,2014,84,0.315,60.4,22.14754049,-36.44663566,0.000430896
6,Buckholt,2015,0,0.475,60.7,20.64491757,-38.93481213,0.000390241
6,Buckholt,2016,48,1.005,61,20.8855733,-45.34807239,0.000325152
6,Buckholt,2017,140,0.945,61.3,21.62786837,-37.96088202,0.000412436
6,Buckholt,2018,45,0.735,61.6,24.16049126,-71.14834647,0.000544958
6,Buckholt,2021,4,1.695,62.5,21.83770443,-31.54116489,0.000368167
6,Buckholt,2022,220,1.03,62.8,22.49295032,-67.79828235,0.000490068
8,Buckholt,1982,210,0.83,54,21.20163887,-35.17828175,0.000419586
8,Buckholt,1983,57,1.08,54.3,23.24376997,-46.86196947,0.000427564
8,Buckholt,1984,304,0.53,54.6,22.50311425,-54.65929969,0.000458443
8,Buckholt,1985,0,0.7,54.9,19.45114711,-6.468950678,0.000331729
8,Buckholt,1986,0,1.11,55.2,20.65836019,-47.98927539,0.000373093
8,Buckholt,1987,147,1.58,55.5,19.15606515,-28.55806546,0.000346549
8,Buckholt,1988,0,1.42,55.8,18.99803236,-22.79313028,0.000341804
8,Buckholt,1989,0,1.36,56.1,22.89688473,-67.70440901,0.000536711
8,Buckholt,1990,260,0.45,56.4,21.01278642,-67.55642591,0.000507116
8,Buckholt,1991,0,0.62,56.7,19.3544258,-29.38566706,0.000332885
8,Buckholt,1992,0,0.99,57,21.44262247,-46.89685517,0.000433487
8,Buckholt,1993,8,1.55,57.3,20.36229463,-24.80186689,0.000371233
8,Buckholt,1994,1,1.54,57.6,21.97917984,-53.38802712,0.000435032
8,Buckholt,1995,146,0.79,57.9,22.4404913,-72.27897422,0.000517115
8,Buckholt,1996,0,0.84,58.2,21.92377,-63.15382237,0.000464857
8,Buckholt,1997,148,0.91,58.5,20.57590118,-31.77393779,0.000399964
8,Buckholt,1998,0,1.55,58.8,19.23475367,-39.57408733,0.000354946
8,Buckholt,1999,1,1.4,59.1,21.62901591,-64.44660427,0.000426262
8,Buckholt,2000,179,0.3,59.4,20.70426183,-53.43723683,0.000375015
8,Buckholt,2001,0,0.91,59.7,21.26917985,-57.6769847,0.00046706
8,Buckholt,2002,146,1.33,60,19.98885201,-26.29491498,0.000342372
8,Buckholt,2003,1,1.1,60.3,22.15409787,-44.87171163,0.000425731
8,Buckholt,2004,190,0.32,60.6,21.09475363,-56.94759994,0.000395376
8,Buckholt,2005,0,0.5,60.9,21.44917985,-50.7123901,0.00040683
8,Buckholt,2006,48,0.67,61.2,24.32065519,-52.34577362,0.000530981
8,Buckholt,2007,46,1.08,61.5,19.75852415,53.86502124,0.000300493
8,Buckholt,2008,0,1.4,61.8,20.38917987,-26.81309498,0.000376131
8,Buckholt,2009,54,1.15,62.1,20.14770447,-19.23033418,0.000355651
8,Buckholt,2010,60,1.44,62.4,21.77295033,-58.85365384,0.000432781
8,Buckholt,2011,140,1.1,62.7,19.85672087,-49.56278799,0.000411781
8,Buckholt,2012,0,2.06,63,18.73754056,7.666076112,0.000321913
8,Buckholt,2013,35,1.35,63.3,22.02934377,-47.79858453,0.000427151
8,Buckholt,2014,116,0.7,63.6,22.14754049,-36.44663566,0.000430896
8,Buckholt,2015,0,1.21,63.9,20.64491757,-38.93481213,0.000390241
8,Buckholt,2016,36,2.05,64.2,20.8855733,-45.34807239,0.000325152
8,Buckholt,2017,22,1.05,64.5,21.62786837,-37.96088202,0.000412436
8,Buckholt,2018,73,0.9,64.8,24.16049126,-71.14834647,0.000544958
8,Buckholt,2021,28,1.45,65.7,21.83770443,-31.54116489,0.000368167
8,Buckholt,2022,238,0.72,66,22.49295032,-67.79828235,0.000490068
9,Buckholt,1982,114,1.19,50.8,21.20163887,-35.17828175,0.000419586
9,Buckholt,1983,41,1.665,51.1,23.24376997,-46.86196947,0.000427564
9,Buckholt,1984,194,1.13,51.4,22.50311425,-54.65929969,0.000458443
9,Buckholt,1985,0,1.12,51.7,19.45114711,-6.468950678,0.000331729
9,Buckholt,1986,0,1.215,52,20.65836019,-47.98927539,0.000373093
9,Buckholt,1987,117,1.625,52.3,19.15606515,-28.55806546,0.000346549
9,Buckholt,1988,0,1.315,52.6,18.99803236,-22.79313028,0.000341804
9,Buckholt,1989,0,1.18,52.9,22.89688473,-67.70440901,0.000536711
9,Buckholt,1990,285,0.965,53.2,21.01278642,-67.55642591,0.000507116
9,Buckholt,1991,0,1.25,53.5,19.3544258,-29.38566706,0.000332885
9,Buckholt,1992,0,1.875,53.8,21.44262247,-46.89685517,0.000433487
9,Buckholt,1993,11,3.535,54.1,20.36229463,-24.80186689,0.000371233
9,Buckholt,1994,0,3.275,54.4,21.97917984,-53.38802712,0.000435032
9,Buckholt,1995,161,1.675,54.7,22.4404913,-72.27897422,0.000517115
9,Buckholt,1996,0,1.975,55,21.92377,-63.15382237,0.000464857
9,Buckholt,1997,130,1.315,55.3,20.57590118,-31.77393779,0.000399964
9,Buckholt,1998,0,1.055,55.6,19.23475367,-39.57408733,0.000354946
9,Buckholt,1999,0,1.705,55.9,21.62901591,-64.44660427,0.000426262
9,Buckholt,2000,184,0.825,56.2,20.70426183,-53.43723683,0.000375015
9,Buckholt,2001,0,2.185,56.5,21.26917985,-57.6769847,0.00046706
9,Buckholt,2002,122,2.305,56.8,19.98885201,-26.29491498,0.000342372
9,Buckholt,2003,0,2.265,57.1,22.15409787,-44.87171163,0.000425731
9,Buckholt,2004,254,1.295,57.4,21.09475363,-56.94759994,0.000395376
9,Buckholt,2005,0,1.885,57.7,21.44917985,-50.7123901,0.00040683
9,Buckholt,2006,240,1.445,58,24.32065519,-52.34577362,0.000530981
9,Buckholt,2007,191,2.23,58.3,19.75852415,53.86502124,0.000300493
9,Buckholt,2008,0,1.395,58.6,20.38917987,-26.81309498,0.000376131
9,Buckholt,2009,14,1.26,58.9,20.14770447,-19.23033418,0.000355651
9,Buckholt,2010,40,1.095,59.2,21.77295033,-58.85365384,0.000432781
9,Buckholt,2011,145,0.95,59.5,19.85672087,-49.56278799,0.000411781
9,Buckholt,2012,0,0.925,59.8,18.73754056,7.666076112,0.000321913
9,Buckholt,2013,78,0.915,60.1,22.02934377,-47.79858453,0.000427151
9,Buckholt,2014,121,0.975,60.4,22.14754049,-36.44663566,0.000430896
9,Buckholt,2015,0,1.52,60.7,20.64491757,-38.93481213,0.000390241
9,Buckholt,2016,34,2.235,61,20.8855733,-45.34807239,0.000325152
9,Buckholt,2017,14,1.46,61.3,21.62786837,-37.96088202,0.000412436
9,Buckholt,2018,83,0.985,61.6,24.16049126,-71.14834647,0.000544958
9,Buckholt,2021,90,2.115,62.5,21.83770443,-31.54116489,0.000368167
9,Buckholt,2022,188,1.415,62.8,22.49295032,-67.79828235,0.000490068
1,FishHill,2007,202,2.09,97.1,19.73295038,47.65998322,0.000311377
1,FishHill,2008,0,3.22,97.4,20.30393397,-19.56282799,0.00038314
1,FishHill,2009,139,2.61,97.7,20.19917988,-18.06511256,0.000377112
1,FishHill,2010,131,1.98,98,21.85016345,-59.98323054,0.000457963
1,FishHill,2011,226,1.16,98.3,19.90819628,-50.14542612,0.000429044
1,FishHill,2012,0,3.28,98.6,18.71262253,6.154780603,0.000327414
1,FishHill,2013,120,1.8,98.9,21.89131099,-48.30419019,0.000443971
1,FishHill,2014,236,1.09,99.2,22.07917983,-32.66754284,0.000450133
1,FishHill,2015,0,1.75,99.5,20.6998356,-41.66477427,0.000418452
1,FishHill,2016,170,3.63,99.8,21.05098314,-47.70240663,0.00034674
1,FishHill,2017,84,3.54,100.1,21.84770443,-41.9748381,0.000435775
1,FishHill,2018,212,0.84,100.4,24.20770438,-72.33604934,0.000576645
1,FishHill,2019,43,0.8,100.7,20.89475363,-19.87550325,0.000420476
1,FishHill,2020,25,1.2,101,20.73393396,-51.57902909,0.000517478
1,FishHill,2021,126,,101.3,21.85934377,-25.45685777,0.000390169
2,FishHill,2007,105,1.4,96.7,19.73295038,47.65998322,0.000311377
2,FishHill,2008,0,2.01,97,20.30393397,-19.56282799,0.00038314
2,FishHill,2009,46,1.815,97.3,20.19917988,-18.06511256,0.000377112
2,FishHill,2010,152,1.43,97.6,21.85016345,-59.98323054,0.000457963
2,FishHill,2011,111,0.91,97.9,19.90819628,-50.14542612,0.000429044
2,FishHill,2012,0,2.6,98.2,18.71262253,6.154780603,0.000327414
2,FishHill,2013,24,1.88,98.5,21.89131099,-48.30419019,0.000443971
2,FishHill,2014,190,0.88,98.8,22.07917983,-32.66754284,0.000450133
2,FishHill,2015,0,1.585,99.1,20.6998356,-41.66477427,0.000418452
2,FishHill,2016,16,2.655,99.4,21.05098314,-47.70240663,0.00034674
2,FishHill,2017,72,1.73,99.7,21.84770443,-41.9748381,0.000435775
2,FishHill,2018,106,1.06,100,24.20770438,-72.33604934,0.000576645
2,FishHill,2019,69,1.54,100.3,20.89475363,-19.87550325,0.000420476
2,FishHill,2020,82,1.415,100.6,20.73393396,-51.57902909,0.000517478
2,FishHill,2021,16,1.6,100.9,21.85934377,-25.45685777,0.000390169
3,FishHill,2007,105,3.105,82.1,19.73295038,47.65998322,0.000311377
3,FishHill,2008,0,3.76,82.4,20.30393397,-19.56282799,0.00038314
3,FishHill,2009,3,4.115,82.7,20.19917988,-18.06511256,0.000377112
3,FishHill,2010,34,4.045,83,21.85016345,-59.98323054,0.000457963
3,FishHill,2011,187,2.5,83.3,19.90819628,-50.14542612,0.000429044
3,FishHill,2012,0,3.025,83.6,18.71262253,6.154780603,0.000327414
3,FishHill,2013,6,2.73,83.9,21.89131099,-48.30419019,0.000443971
3,FishHill,2014,204,1.16,84.2,22.07917983,-32.66754284,0.000450133
3,FishHill,2015,2,1.19,84.5,20.6998356,-41.66477427,0.000418452
3,FishHill,2016,2,2.465,84.8,21.05098314,-47.70240663,0.00034674
3,FishHill,2017,162,3.205,85.1,21.84770443,-41.9748381,0.000435775
3,FishHill,2018,204,2.205,85.4,24.20770438,-72.33604934,0.000576645
3,FishHill,2019,51,1.255,85.7,20.89475363,-19.87550325,0.000420476
3,FishHill,2020,90,2.145,86,20.73393396,-51.57902909,0.000517478
3,FishHill,2021,0,3.55,86.3,21.85934377,-25.45685777,0.000390169
4,FishHill,2007,110,0.89,65.2,19.73295038,47.65998322,0.000311377
4,FishHill,2008,0,0.96,65.5,20.30393397,-19.56282799,0.00038314
4,FishHill,2009,1,1.21,65.8,20.19917988,-18.06511256,0.000377112
4,FishHill,2010,61,0.94,66.1,21.85016345,-59.98323054,0.000457963
4,FishHill,2011,57,0.88,66.4,19.90819628,-50.14542612,0.000429044
4,FishHill,2012,0,1.58,66.7,18.71262253,6.154780603,0.000327414
4,FishHill,2013,10,1.2,67,21.89131099,-48.30419019,0.000443971
4,FishHill,2014,78,0.46,67.3,22.07917983,-32.66754284,0.000450133
4,FishHill,2015,10,0.58,67.6,20.6998356,-41.66477427,0.000418452
4,FishHill,2016,4,1.02,67.9,21.05098314,-47.70240663,0.00034674
4,FishHill,2017,78,0.89,68.2,21.84770443,-41.9748381,0.000435775
4,FishHill,2018,40,0.39,68.5,24.20770438,-72.33604934,0.000576645
4,FishHill,2019,18,0.57,68.8,20.89475363,-19.87550325,0.000420476
4,FishHill,2020,30,0.65,69.1,20.73393396,-51.57902909,0.000517478
4,FishHill,2021,114,0.61,69.4,21.85934377,-25.45685777,0.000390169
5,FishHill,2007,77,0.81,62.7,19.73295038,47.65998322,0.000311377
5,FishHill,2008,0,1.2,63,20.30393397,-19.56282799,0.00038314
5,FishHill,2009,130,1.43,63.3,20.19917988,-18.06511256,0.000377112
5,FishHill,2010,153,1.195,63.6,21.85016345,-59.98323054,0.000457963
5,FishHill,2011,178,0.97,63.9,19.90819628,-50.14542612,0.000429044
5,FishHill,2012,0,0.955,64.2,18.71262253,6.154780603,0.000327414
5,FishHill,2013,78,0.81,64.5,21.89131099,-48.30419019,0.000443971
5,FishHill,2014,114,0.79,64.8,22.07917983,-32.66754284,0.000450133
5,FishHill,2015,20,1.255,65.1,20.6998356,-41.66477427,0.000418452
5,FishHill,2016,148,1.31,65.4,21.05098314,-47.70240663,0.00034674
5,FishHill,2017,12,1.295,65.7,21.84770443,-41.9748381,0.000435775
5,FishHill,2018,398,0.365,66,24.20770438,-72.33604934,0.000576645
5,FishHill,2019,14,0.74,66.3,20.89475363,-19.87550325,0.000420476
5,FishHill,2020,58,0.935,66.6,20.73393396,-51.57902909,0.000517478
5,FishHill,2021,206,1,66.9,21.85934377,-25.45685777,0.000390169
6,FishHill,2007,131,1.06,79.9,19.73295038,47.65998322,0.000311377
6,FishHill,2008,0,1.415,80.2,20.30393397,-19.56282799,0.00038314
6,FishHill,2009,13,1.385,80.5,20.19917988,-18.06511256,0.000377112
6,FishHill,2010,36,1.425,80.8,21.85016345,-59.98323054,0.000457963
6,FishHill,2011,132,0.815,81.1,19.90819628,-50.14542612,0.000429044
6,FishHill,2012,0,1.375,81.4,18.71262253,6.154780603,0.000327414
6,FishHill,2013,14,1.11,81.7,21.89131099,-48.30419019,0.000443971
6,FishHill,2014,166,0.71,82,22.07917983,-32.66754284,0.000450133
6,FishHill,2015,16,1.33,82.3,20.6998356,-41.66477427,0.000418452
6,FishHill,2016,26,1.28,82.6,21.05098314,-47.70240663,0.00034674
6,FishHill,2017,54,1.23,82.9,21.84770443,-41.9748381,0.000435775
6,FishHill,2018,32,0.685,83.2,24.20770438,-72.33604934,0.000576645
6,FishHill,2019,27,1.175,83.5,20.89475363,-19.87550325,0.000420476
6,FishHill,2020,36,0.94,83.8,20.73393396,-51.57902909,0.000517478
6,FishHill,2021,14,0.905,84.1,21.85934377,-25.45685777,0.000390169
7,FishHill,2007,113,1.76,70.9,19.73295038,47.65998322,0.000311377
7,FishHill,2008,0,2.45,71.2,20.30393397,-19.56282799,0.00038314
7,FishHill,2009,2,1.91,71.5,20.19917988,-18.06511256,0.000377112
7,FishHill,2010,27,1.8,71.8,21.85016345,-59.98323054,0.000457963
7,FishHill,2011,97,0.97,72.1,19.90819628,-50.14542612,0.000429044
7,FishHill,2012,0,1.3,72.4,18.71262253,6.154780603,0.000327414
7,FishHill,2013,8,1.35,72.7,21.89131099,-48.30419019,0.000443971
7,FishHill,2014,144,0.68,73,22.07917983,-32.66754284,0.000450133
7,FishHill,2015,0,1.21,73.3,20.6998356,-41.66477427,0.000418452
7,FishHill,2016,2,1.69,73.6,21.05098314,-47.70240663,0.00034674
7,FishHill,2017,38,1.35,73.9,21.84770443,-41.9748381,0.000435775
7,FishHill,2018,12,0.86,74.2,24.20770438,-72.33604934,0.000576645
7,FishHill,2019,35,1.44,74.5,20.89475363,-19.87550325,0.000420476
7,FishHill,2020,80,1.2,74.8,20.73393396,-51.57902909,0.000517478
7,FishHill,2021,96,1.32,75.1,21.85934377,-25.45685777,0.000390169
8,FishHill,2007,101,1.49,65.5,19.73295038,47.65998322,0.000311377
8,FishHill,2008,0,2.27,65.8,20.30393397,-19.56282799,0.00038314
8,FishHill,2009,124,2.4,66.1,20.19917988,-18.06511256,0.000377112
8,FishHill,2010,111,1.87,66.4,21.85016345,-59.98323054,0.000457963
8,FishHill,2011,192,1.22,66.7,19.90819628,-50.14542612,0.000429044
8,FishHill,2012,0,1.38,67,18.71262253,6.154780603,0.000327414
8,FishHill,2013,78,1.4,67.3,21.89131099,-48.30419019,0.000443971
8,FishHill,2014,120,0.64,67.6,22.07917983,-32.66754284,0.000450133
8,FishHill,2015,4,1.04,67.9,20.6998356,-41.66477427,0.000418452
8,FishHill,2016,146,1.13,68.2,21.05098314,-47.70240663,0.00034674
8,FishHill,2017,16,1.12,68.5,21.84770443,-41.9748381,0.000435775
8,FishHill,2018,212,0.69,68.8,24.20770438,-72.33604934,0.000576645
8,FishHill,2019,14,0.78,69.1,20.89475363,-19.87550325,0.000420476
8,FishHill,2020,68,1.04,69.4,20.73393396,-51.57902909,0.000517478
8,FishHill,2021,50,1.25,69.7,21.85934377,-25.45685777,0.000390169
9,FishHill,2007,124,0.65,87.5,19.73295038,47.65998322,0.000311377
9,FishHill,2008,0,0.985,87.8,20.30393397,-19.56282799,0.00038314
9,FishHill,2009,112,1.175,88.1,20.19917988,-18.06511256,0.000377112
9,FishHill,2010,141,1.015,88.4,21.85016345,-59.98323054,0.000457963
9,FishHill,2011,75,0.595,88.7,19.90819628,-50.14542612,0.000429044
9,FishHill,2012,0,0.88,89,18.71262253,6.154780603,0.000327414
9,FishHill,2013,96,0.46,89.3,21.89131099,-48.30419019,0.000443971
9,FishHill,2014,110,0.195,89.6,22.07917983,-32.66754284,0.000450133
9,FishHill,2015,4,0.65,89.9,20.6998356,-41.66477427,0.000418452
9,FishHill,2016,110,0.925,90.2,21.05098314,-47.70240663,0.00034674
9,FishHill,2017,60,0.91,90.5,21.84770443,-41.9748381,0.000435775
9,FishHill,2018,226,0.55,90.8,24.20770438,-72.33604934,0.000576645
9,FishHill,2019,23,0.535,91.1,20.89475363,-19.87550325,0.000420476
9,FishHill,2020,28,0.925,91.4,20.73393396,-51.57902909,0.000517478
9,FishHill,2021,100,0.95,91.7,21.85934377,-25.45685777,0.000390169
10,FishHill,2007,37,0.785,94.2,19.73295038,47.65998322,0.000311377
10,FishHill,2008,0,1.535,94.5,20.30393397,-19.56282799,0.00038314
10,FishHill,2009,172,1.035,94.8,20.19917988,-18.06511256,0.000377112
10,FishHill,2010,96,0.985,95.1,21.85016345,-59.98323054,0.000457963
10,FishHill,2011,123,0.705,95.4,19.90819628,-50.14542612,0.000429044
10,FishHill,2012,0,1.41,95.7,18.71262253,6.154780603,0.000327414
10,FishHill,2013,83,1.185,96,21.89131099,-48.30419019,0.000443971
10,FishHill,2014,242,0.635,96.3,22.07917983,-32.66754284,0.000450133
10,FishHill,2015,16,1.34,96.6,20.6998356,-41.66477427,0.000418452
10,FishHill,2016,164,1.53,96.9,21.05098314,-47.70240663,0.00034674
10,FishHill,2017,62,1.715,97.2,21.84770443,-41.9748381,0.000435775
10,FishHill,2018,354,0.85,97.5,24.20770438,-72.33604934,0.000576645
10,FishHill,2019,51,1.725,97.8,20.89475363,-19.87550325,0.000420476
10,FishHill,2020,208,1.48,98.1,20.73393396,-51.57902909,0.000517478
10,FishHill,2021,260,1.59,98.4,21.85934377,-25.45685777,0.000390169
1,Killerton,1980,454,0.585,103.5,18.13393402,-19.41544743,0.000268662
1,Killerton,1981,9,0.8,103.8,19.13131105,-23.55065428,0.000228582
1,Killerton,1982,197,0.365,104.1,20.49245856,-29.31477445,0.000305596
1,Killerton,1983,0,0.415,104.4,22.38983557,-40.69411036,0.000318223
1,Killerton,1984,184,0.19,104.7,21.52213067,-58.71433582,0.000332726
1,Killerton,1985,0,0.425,105,19.42196678,-35.838801,0.000267137
1,Killerton,1986,1,1.165,105.3,19.92770447,-32.74223002,0.000277348
